# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	291	ZBTB40	11	3.599126e-9	6.758079e-5	6.143708e-6	1.049966e+1	1.142894e+0	12	1.397693e-4	1.467531e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_Supp_Epi_preGran_Missing_MesGATA2_Immune_Neuro_PV_SMC,ovary_MesLHX9_MesGATA2_Supp_PV_CoelEpi_preGran_Epi_Neuro_Missing_SMC,ovary_MesLHX9_MesGATA2_preGran_Supp_CoelEpi_PV_Missing_Endo_Neuro_Epi_Germ,ovary_MesLHX9_PV_preGran_CoelEpi_MesGATA2_Supp_Missing_Endo_Neuro_Epi,ovary_MesLHX9_Supp_CoelEpi_MesGATA2_preGran_PV_Endo_Missing_Neuro_Germ,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_PV_Neuro_Immune_Endo,ovary_MesLHX9_preGran_MesGATA2_Endo_Supp_CoelEpi_Missing_Neuro_PV_Germ_Immune_Epi,ovary_MesLHX9_preGran_MesGATA2_Supp_Missing_Neuro_CoelEpi,ovary_MesLHX9_preGran_PV_Supp_MesGATA2_Missing_CoelEpi_Endo_Epi_Neuro_Immune,ovary_PV_Supp_CoelEpi_Missing_MesGATA2_MesLHX9_Endo_preGran_Epi_Neuro_Immune,ovary_Supp_MesGATA2_MesLHX9_Missing_PV_preGran_CoelEpi_Neuro_Immune,ovary_Supp_MesGATA2_Missing_Endo_preGran_CoelEpi_MesLHX9_Neuro_Epi_PV	ZBTB40
Ensembl Genes	4073	TSPAN9	12	5.820543e-9	1.092923e-4	9.107695e-6	8.882075e+0	1.463622e+0	13	1.789925e-4	1.589825e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_CoelEpi_preGran_Supp_MesLHX9_PV_Endo_Missing_Neuro_Epi_SMC,ovary_MesLHX9_CoelEpi_Endo_Missing_MesGATA2_Supp_PV_preGran_Neuro_Epi_SMC,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_Endo_preGran_PV_Missing_Neuro_Immune_Epi,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_Missing_preGran_Neuro_Epi_SMC_PV,ovary_MesLHX9_preGran_CoelEpi_MesGATA2_Missing_Supp_Endo_PV_Neuro_Epi,ovary_MesLHX9_preGran_MesGATA2_Supp_CoelEpi_Endo_Missing_Neuro_Epi_Immune,ovary_Missing_Endo_preGran_Supp_MesGATA2_CoelEpi_MesLHX9_Epi_Neuro_PV_Germ_SMC,ovary_Missing_MesLHX9_preGran_Endo_Supp_MesGATA2_CoelEpi_Immune_PV_Neuro_Epi,ovary_Supp_Endo_Missing_preGran_MesGATA2_MesLHX9_CoelEpi_Epi_Neuro_PV,ovary_Supp_MesLHX9_MesGATA2_preGran_Missing_CoelEpi_Endo_Neuro_PV_Epi,ovary_Supp_Missing_preGran_MesLHX9_Endo_MesGATA2_Epi_CoelEpi_PV_Neuro_Germ,ovary_preGran_Missing_MesGATA2_CoelEpi_MesLHX9_Supp_Neuro_Endo_PV_Epi_SMC,ovary_preGran_Supp_CoelEpi_MesLHX9_MesGATA2_Missing_Neuro_Epi_Immune	TSPAN9
Ensembl Genes	101	VAMP3	13	6.637078e-9	1.246244e-4	9.586493e-6	6.149837e+0	2.764301e+0	17	3.380581e-4	2.079002e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_Missing_preGran_MesLHX9_MesGATA2_Supp_Endo_Immune_PV_Neuro_Epi_Germ_SMC,ovary_MesGATA2_CoelEpi_Missing_MesLHX9_Supp_PV_preGran_Neuro_Epi,ovary_MesLHX9_Missing_preGran_CoelEpi_Endo_Supp_MesGATA2_Neuro_PV_Epi,ovary_MesLHX9_Supp_CoelEpi_preGran_MesGATA2_Endo_PV_Missing_Epi_Neuro_Immune,ovary_MesLHX9_Supp_MesGATA2_PV_preGran_Missing_CoelEpi_Endo_Neuro,ovary_MesLHX9_preGran_Endo_CoelEpi_Supp_MesGATA2_Missing_Neuro_PV_Epi,ovary_MesLHX9_preGran_MesGATA2_CoelEpi_Supp_Endo_PV_Neuro_Missing_Epi_Immune_Germ,ovary_Missing_MesLHX9_CoelEpi_preGran_MesGATA2_Endo_PV_Supp_Neuro_Epi,ovary_Missing_MesLHX9_preGran_MesGATA2_Endo_CoelEpi_Neuro_PV_Immune_Epi_Supp_Germ,ovary_Missing_PV_CoelEpi_MesLHX9_Supp_preGran_MesGATA2_Endo_Neuro_Epi_SMC,ovary_Supp_CoelEpi_preGran_MesLHX9_MesGATA2_Missing_Endo_Neuro_Epi,ovary_Supp_MesLHX9_MesGATA2_PV_CoelEpi_preGran_Missing_Neuro_Endo_Immune_Epi,ovary_Supp_MesLHX9_preGran_MesGATA2_Missing_CoelEpi_Endo_PV_Neuro_Epi,ovary_Supp_MesLHX9_preGran_PV_MesGATA2_Missing_Epi_CoelEpi_Neuro_SMC_Endo,ovary_Supp_PV_MesGATA2_MesLHX9_preGran_CoelEpi_Missing_Neuro_Immune_Epi_Endo,ovary_preGran_CoelEpi_MesLHX9_Supp_Missing_Endo_MesGATA2_Neuro_PV_Immune_Epi,ovary_preGran_Missing_MesLHX9_Supp_MesGATA2_Endo_Epi_Neuro_PV_CoelEpi	VAMP3
Ensembl Genes	8454	SDK2	14	8.186150e-9	1.537113e-4	1.097938e-5	6.521070e+0	2.453585e+0	16	3.000593e-4	1.956708e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_preGran_Endo_MesLHX9_Missing_Supp_Neuro_Epi_PV,ovary_Endo_preGran_MesGATA2_MesLHX9_CoelEpi_Missing_Supp_Neuro_Epi_SMC_PV_Immune_Germ,ovary_MesGATA2_PV_preGran_Supp_Missing_MesLHX9_CoelEpi_Neuro_SMC,ovary_MesGATA2_preGran_MesLHX9_Supp_Missing_PV_CoelEpi_Endo_Neuro,ovary_MesLHX9_CoelEpi_Supp_Endo_MesGATA2_preGran_Missing_PV_Neuro_Epi,ovary_MesLHX9_MesGATA2_Missing_preGran_CoelEpi_Endo_Supp_PV_Neuro_Epi_Germ,ovary_MesLHX9_MesGATA2_PV_preGran_CoelEpi_Endo_Supp_Missing_Neuro_Epi_SMC,ovary_Missing_MesGATA2_CoelEpi_Supp_preGran_Endo_MesLHX9_PV_SMC_Epi_Neuro,ovary_Missing_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_Endo_Neuro_PV_Epi_Germ,ovary_Missing_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_PV_Endo_Neuro_SMC_Immune_Epi,ovary_Missing_preGran_Supp_CoelEpi_MesGATA2_MesLHX9_Endo_Neuro_Epi_PV,ovary_Supp_MesGATA2_Missing_CoelEpi_MesLHX9_preGran_PV_Endo_Neuro_Epi_Immune,ovary_Supp_MesLHX9_MesGATA2_Missing_Neuro_preGran_Endo_CoelEpi_PV_Epi,ovary_Supp_Missing_MesLHX9_CoelEpi_preGran_MesGATA2_Neuro_PV_Epi_Immune_SMC_Endo,ovary_Supp_preGran_MesLHX9_MesGATA2_CoelEpi_Missing_Neuro_Epi,ovary_Supp_preGran_Missing_MesGATA2_PV_MesLHX9_Endo_CoelEpi_Epi_Neuro_Immune	SDK2
Ensembl Genes	7407	FOXF1	15	9.262253e-9	1.739173e-4	1.159449e-5	7.685804e+0	1.821540e+0	14	2.227639e-4	1.712119e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_PV_CoelEpi_Missing_preGran_Endo_Neuro_Epi,ovary_MesGATA2_MesLHX9_preGran_Supp_Missing_CoelEpi_Endo_PV_Immune_Neuro,ovary_MesGATA2_Supp_MesLHX9_CoelEpi_preGran_PV_Missing_Endo_Neuro_Immune_SMC_Epi,ovary_MesLHX9_CoelEpi_Supp_preGran_MesGATA2_Missing_Germ_PV_Neuro_Epi,ovary_MesLHX9_CoelEpi_Supp_preGran_Missing_PV_MesGATA2_Endo_Neuro_Immune_Epi,ovary_MesLHX9_MesGATA2_PV_preGran_Epi_Missing_Neuro_Supp_CoelEpi_SMC,ovary_MesLHX9_MesGATA2_preGran_Supp_CoelEpi_Missing_Endo_Immune_Neuro_PV_Epi,ovary_MesLHX9_Supp_MesGATA2_Missing_preGran_CoelEpi_Endo_PV_Neuro_Immune_Epi,ovary_MesLHX9_Supp_preGran_MesGATA2_Missing_PV_Neuro_CoelEpi_Endo_Epi_Immune_SMC,ovary_MesLHX9_preGran_Supp_MesGATA2_CoelEpi_Missing_Endo_PV_Neuro_Epi_Immune,ovary_Missing_preGran_Supp_CoelEpi_MesLHX9_PV_MesGATA2_Endo_Germ_Neuro_Immune_Epi,ovary_Supp_preGran_MesLHX9_Endo_MesGATA2_Missing_CoelEpi_Neuro_PV_Epi,ovary_preGran_MesLHX9_Supp_MesGATA2_CoelEpi_Neuro_Epi_PV_Immune_Missing,ovary_preGran_Supp_MesLHX9_CoelEpi_MesGATA2_Endo_Neuro_Immune_PV_Epi_Missing	FOXF1
Ensembl Genes	414	MATN1	16	1.172534e-8	2.201667e-4	1.376042e-5	5.910994e+0	2.875997e+0	17	3.517179e-4	2.079002e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_MesGATA2_preGran_Missing_PV_Supp_Neuro_Epi,ovary_MesLHX9_CoelEpi_Missing_Supp_MesGATA2_PV_preGran_Endo_Neuro_SMC_Epi,ovary_MesLHX9_CoelEpi_preGran_Supp_Missing_MesGATA2_Endo_Neuro_Epi_PV,ovary_MesLHX9_MesGATA2_Supp_Missing_Endo_preGran_CoelEpi_PV_Neuro_Epi_SMC_Immune,ovary_MesLHX9_MesGATA2_preGran_Missing_Supp_Neuro_Epi_Immune_CoelEpi_PV_Endo,ovary_MesLHX9_Missing_preGran_MesGATA2_PV_Supp_CoelEpi_Neuro_Endo_Epi,ovary_MesLHX9_PV_Missing_Supp_preGran_MesGATA2_Neuro_CoelEpi_Endo_Epi_Immune,ovary_MesLHX9_Supp_preGran_MesGATA2_Endo_CoelEpi_Missing_PV_Neuro_SMC_Epi_Immune_Germ,ovary_MesLHX9_preGran_MesGATA2_CoelEpi_Supp_Endo_Missing_PV_Neuro_Epi,ovary_MesLHX9_preGran_PV_CoelEpi_Supp_MesGATA2_Missing_Neuro_Epi,ovary_Supp_MesLHX9_Missing_preGran_MesGATA2_CoelEpi_PV_Neuro_SMC_Endo_Epi,ovary_Supp_preGran_MesLHX9_MesGATA2_CoelEpi_PV_Endo_Missing_Neuro_Epi,ovary_preGran_CoelEpi_MesGATA2_MesLHX9_Missing_Endo_Neuro_Supp_PV_Epi,ovary_preGran_CoelEpi_Supp_Missing_MesLHX9_Epi_MesGATA2_Endo,ovary_preGran_MesLHX9_MesGATA2_PV_Supp_Missing_Neuro_Endo_CoelEpi_Germ,ovary_preGran_MesLHX9_PV_Supp_MesGATA2_Missing_CoelEpi_Neuro_Endo_Epi,ovary_preGran_PV_Endo_Supp_MesGATA2_MesLHX9_CoelEpi_Missing_Epi_Neuro_Immune	MATN1
Ensembl Genes	12802	TRMU	17	3.780589e-8	7.098812e-4	4.175772e-5	1.356099e+1	6.636683e-1	9	8.116281e-5	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesGATA2_preGran_MesLHX9_Supp_CoelEpi_Missing_PV_Neuro_Epi_SMC,ovary_MesGATA2_MesLHX9_Supp_Epi_Endo_CoelEpi_PV_Missing_preGran_Neuro_Germ,ovary_MesGATA2_Supp_Missing_MesLHX9_CoelEpi_Endo_preGran_Epi_Immune_Neuro_SMC,ovary_MesLHX9_Supp_CoelEpi_preGran_MesGATA2_Missing_PV_Neuro_Epi_Endo_Immune_Germ,ovary_MesLHX9_Supp_MesGATA2_Endo_Epi_CoelEpi_preGran_PV_Neuro_Missing,ovary_PV_MesGATA2_MesLHX9_CoelEpi_Epi_preGran_Missing_Supp_Neuro_Immune_SMC,ovary_Supp_MesGATA2_Missing_MesLHX9_preGran_Neuro_CoelEpi_PV_Epi_Endo,ovary_Supp_MesLHX9_MesGATA2_preGran_CoelEpi_PV_Missing_Neuro_Epi_SMC,ovary_preGran_MesLHX9_Supp_CoelEpi_PV_MesGATA2_Missing_Neuro_Endo_Epi_SMC_Immune_Germ	TRMU
Ensembl Genes	2391	ZMIZ1	18	4.264208e-8	8.006903e-4	4.448280e-5	5.078119e+0	3.544620e+0	18	4.334866e-4	2.201296e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Missing_Supp_MesLHX9_preGran_MesGATA2_CoelEpi_PV_Neuro_SMC_Immune_Epi,ovary_MesGATA2_MesLHX9_CoelEpi_Supp_preGran_Missing_Endo_PV_Neuro_Immune_Epi,ovary_MesGATA2_MesLHX9_preGran_Supp_Endo_Missing_CoelEpi_PV_Neuro_Germ_Epi,ovary_MesLHX9_CoelEpi_Supp_MesGATA2_PV_preGran_Missing_Endo_Neuro_Epi_Immune_SMC,ovary_MesLHX9_MesGATA2_Missing_preGran_Supp_CoelEpi_Neuro_PV_Epi_Endo,ovary_MesLHX9_PV_MesGATA2_Supp_CoelEpi_preGran_Missing_Neuro_Immune_Epi_SMC,ovary_MesLHX9_PV_preGran_Supp_MesGATA2_CoelEpi_Endo_Missing_Neuro_Epi,ovary_Supp_Endo_MesLHX9_MesGATA2_preGran_Missing_CoelEpi_Neuro_SMC_Epi,ovary_Supp_MesGATA2_Missing_PV_preGran_MesLHX9_Neuro_Epi_CoelEpi_Immune_Germ,ovary_Supp_MesLHX9_CoelEpi_MesGATA2_preGran_Endo_Missing_Immune,ovary_Supp_MesLHX9_preGran_MesGATA2_CoelEpi_Missing_Neuro_PV_Epi_Endo,ovary_preGran_CoelEpi_MesGATA2_PV_MesLHX9_Missing_Supp_Neuro_Epi_Endo_Immune,ovary_preGran_CoelEpi_MesLHX9_Missing_Supp_Endo_MesGATA2_Neuro_PV_Epi,ovary_preGran_MesGATA2_MesLHX9_Supp_PV_CoelEpi_Endo_Neuro_Missing_Epi_Germ,ovary_preGran_MesLHX9_Missing_Supp_MesGATA2_CoelEpi_Endo_Neuro_PV_Epi,ovary_preGran_MesLHX9_Supp_MesGATA2_PV_Missing_Endo_CoelEpi_Neuro_Immune_Epi,ovary_preGran_Missing_CoelEpi_Supp_MesLHX9_Endo_MesGATA2_Neuro_Epi_PV_Germ,ovary_preGran_Supp_MesGATA2_Missing_MesLHX9_PV_CoelEpi_Neuro_Epi	ZMIZ1
Ensembl Genes	8455	RPL38	19	1.008272e-7	1.893232e-3	9.964381e-5	7.706373e+0	1.557153e+0	12	1.904308e-4	1.467531e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_preGran_Endo_MesLHX9_Missing_Supp_Neuro_Epi_PV,ovary_Endo_preGran_MesGATA2_MesLHX9_CoelEpi_Missing_Supp_Neuro_Epi_SMC_PV_Immune_Germ,ovary_MesGATA2_PV_preGran_Supp_Missing_MesLHX9_CoelEpi_Neuro_SMC,ovary_MesLHX9_CoelEpi_Supp_Endo_MesGATA2_preGran_Missing_PV_Neuro_Epi,ovary_MesLHX9_MesGATA2_PV_preGran_CoelEpi_Endo_Supp_Missing_Neuro_Epi_SMC,ovary_Missing_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_Endo_Neuro_PV_Epi_Germ,ovary_Missing_MesLHX9_Supp_MesGATA2_preGran_CoelEpi_PV_Endo_Neuro_SMC_Immune_Epi,ovary_Supp_MesGATA2_Missing_CoelEpi_MesLHX9_preGran_PV_Endo_Neuro_Epi_Immune,ovary_Supp_MesLHX9_MesGATA2_Missing_Neuro_preGran_Endo_CoelEpi_PV_Epi,ovary_Supp_Missing_MesLHX9_CoelEpi_preGran_MesGATA2_Neuro_PV_Epi_Immune_SMC_Endo,ovary_Supp_preGran_MesLHX9_MesGATA2_CoelEpi_Missing_Neuro_Epi,ovary_Supp_preGran_Missing_MesGATA2_PV_MesLHX9_Endo_CoelEpi_Epi_Neuro_Immune	RPL38
Ensembl Genes	7374	PLCG2	20	1.105545e-7	2.075882e-3	1.037941e-4	7.639526e+0	1.570778e+0	12	1.920971e-4	1.467531e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_MesLHX9_PV_Missing_preGran_Supp_Neuro_Epi_Endo_Immune,ovary_CoelEpi_Missing_MesGATA2_preGran_MesLHX9_Supp_Neuro_PV_Endo_Epi,ovary_Endo_MesLHX9_preGran_Supp_CoelEpi_Missing_MesGATA2_PV_Neuro_Immune_Epi,ovary_MesGATA2_MesLHX9_preGran_CoelEpi_Supp_Endo_Missing_Neuro_PV_Epi_SMC,ovary_MesGATA2_Supp_Endo_MesLHX9_preGran_CoelEpi_Missing_PV_Neuro_Epi,ovary_MesLHX9_MesGATA2_preGran_Supp_PV_Endo_CoelEpi_Neuro_Epi_Immune_Missing,ovary_Missing_Supp_MesLHX9_CoelEpi_preGran_MesGATA2_Endo_PV_Neuro_Germ_Epi,ovary_PV_MesLHX9_Endo_Missing_Supp_CoelEpi_preGran_MesGATA2_Neuro_Epi_Immune,ovary_Supp_MesLHX9_PV_preGran_CoelEpi_Endo_Missing_Epi_MesGATA2_Neuro_Immune_SMC,ovary_Supp_MesLHX9_preGran_PV_MesGATA2_Endo_Missing_CoelEpi_Neuro_Immune_Epi,ovary_preGran_Endo_PV_Supp_CoelEpi_MesLHX9_MesGATA2_Missing_Neuro_Immune_Epi,ovary_preGran_MesGATA2_Supp_CoelEpi_PV_Missing_MesLHX9_Epi_Endo_Neuro_Immune	PLCG2
Ensembl Genes	7401	GSE1	21	1.240090e-7	2.328517e-3	1.108818e-4	7.556876e+0	1.587958e+0	12	1.941981e-4	1.467531e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesGATA2_MesLHX9_Endo_preGran_PV_Supp_Missing_Neuro_Epi_Immune,ovary_CoelEpi_Supp_preGran_MesGATA2_MesLHX9_Endo_PV_Missing_Neuro_Epi,ovary_MesGATA2_Missing_Supp_MesLHX9_preGran_Endo_Immune_PV_CoelEpi_Neuro_SMC_Epi,ovary_MesGATA2_Supp_CoelEpi_MesLHX9_preGran_Missing_Epi_Neuro_Immune_PV,ovary_MesLHX9_CoelEpi_Supp_MesGATA2_preGran_Endo_Missing_Neuro_PV_Epi_Immune,ovary_MesLHX9_CoelEpi_Supp_preGran_Missing_MesGATA2_Neuro_PV_Epi,ovary_MesLHX9_MesGATA2_preGran_Supp_Endo_CoelEpi_Missing_Neuro_PV_Epi,ovary_MesLHX9_Missing_Endo_MesGATA2_Supp_preGran_PV_CoelEpi_Neuro_Immune_Epi_SMC,ovary_MesLHX9_preGran_Supp_Endo_MesGATA2_PV_Missing_CoelEpi_Neuro_Immune,ovary_MesLHX9_preGran_Supp_MesGATA2_CoelEpi_Endo_Missing_Epi_Neuro_PV_Immune,ovary_preGran_Missing_MesLHX9_MesGATA2_CoelEpi_Supp_Neuro_PV_Endo_Immune_Epi,ovary_preGran_PV_Supp_Missing_MesGATA2_MesLHX9_CoelEpi_Epi_Endo_Germ_Neuro_Immune	GSE1
Ensembl Genes	13273	WNT5A	22	1.370959e-7	2.574250e-3	1.170114e-4	4.448937e+0	4.270683e+0	19	5.222799e-4	2.323591e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesGATA2_Supp_MesLHX9_Missing_Neuro_SMC,ovary_Endo_MesGATA2_preGran_CoelEpi_Neuro_MesLHX9_Epi_Missing_PV_SMC_Supp_Immune,ovary_MesGATA2_MesLHX9_Missing_Supp_preGran_CoelEpi_PV_Endo_Epi_Neuro,ovary_MesLHX9_CoelEpi_Supp_MesGATA2_preGran_PV_Missing_Endo_Neuro_Epi,ovary_MesLHX9_CoelEpi_preGran_Supp_MesGATA2_Endo_Missing_Neuro_Epi_SMC,ovary_MesLHX9_MesGATA2_Missing_preGran_CoelEpi_Supp_Endo_SMC_Neuro,ovary_MesLHX9_PV_CoelEpi_MesGATA2_preGran_Supp_Endo_Missing_Neuro_Immune_Epi,ovary_MesLHX9_PV_MesGATA2_preGran_Supp_Missing_Epi_CoelEpi_Germ_Neuro_Endo,ovary_MesLHX9_Supp_CoelEpi_Missing_MesGATA2_preGran_Neuro_PV_Epi_Immune,ovary_MesLHX9_Supp_CoelEpi_preGran_PV_MesGATA2_Missing_Endo_Neuro_Epi_Immune,ovary_MesLHX9_preGran_MesGATA2_PV_Missing_Endo_CoelEpi_Supp_Neuro,ovary_MesLHX9_preGran_Missing_MesGATA2_CoelEpi_PV_Supp_Endo_Neuro_Epi_Germ,ovary_Missing_CoelEpi_preGran_MesLHX9_Supp_MesGATA2_PV_Germ_Epi_Neuro,ovary_Supp_MesLHX9_MesGATA2_preGran_Missing_PV_CoelEpi_Epi_Neuro,ovary_Supp_MesLHX9_preGran_CoelEpi_MesGATA2_Missing_Endo_Neuro_PV,ovary_Supp_preGran_MesLHX9_CoelEpi_MesGATA2_PV_Endo_Missing_Neuro_Epi_Immune,ovary_preGran_Endo_Supp_MesGATA2_CoelEpi_Neuro_PV_Epi_MesLHX9,ovary_preGran_MesGATA2_CoelEpi_MesLHX9_Endo_Supp_Missing_PV_Neuro_Immune_SMC_Epi,ovary_preGran_MesGATA2_Missing_CoelEpi_MesLHX9_PV_Endo_Supp_Neuro_Epi_Immune	WNT5A
Ensembl Genes	12803	CELSR1	23	1.404949e-7	2.638073e-3	1.146988e-4	1.159001e+1	7.765306e-1	9	9.496521e-5	1.100648e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesGATA2_preGran_MesLHX9_Supp_CoelEpi_Missing_PV_Neuro_Epi_SMC,ovary_MesGATA2_MesLHX9_Supp_Epi_Endo_CoelEpi_PV_Missing_preGran_Neuro_Germ,ovary_MesLHX9_Missing_MesGATA2_CoelEpi_Supp_preGran_Endo_PV_Neuro_Epi,ovary_MesLHX9_Supp_CoelEpi_preGran_MesGATA2_Missing_PV_Neuro_Epi_Endo_Immune_Germ,ovary_MesLHX9_Supp_MesGATA2_Endo_Epi_CoelEpi_preGran_PV_Neuro_Missing,ovary_PV_MesGATA2_MesLHX9_CoelEpi_Epi_preGran_Missing_Supp_Neuro_Immune_SMC,ovary_Supp_MesGATA2_Missing_MesLHX9_preGran_Neuro_CoelEpi_PV_Epi_Endo,ovary_Supp_MesLHX9_MesGATA2_preGran_CoelEpi_PV_Missing_Neuro_Epi_SMC,ovary_preGran_MesLHX9_Supp_CoelEpi_PV_MesGATA2_Missing_Neuro_Endo_Epi_SMC_Immune_Germ	CELSR1
Ensembl Genes	290	WNT4	24	2.514117e-7	4.720757e-3	1.966982e-4	9.136289e+0	1.094536e+0	10	1.338555e-4	1.222942e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_Supp_Epi_preGran_Missing_MesGATA2_Immune_Neuro_PV_SMC,ovary_MesLHX9_MesGATA2_Supp_PV_CoelEpi_preGran_Epi_Neuro_Missing_SMC,ovary_MesLHX9_Missing_Supp_MesGATA2_CoelEpi_preGran_Neuro_PV_Endo_Immune_Epi_SMC,ovary_MesLHX9_PV_preGran_CoelEpi_MesGATA2_Supp_Missing_Endo_Neuro_Epi,ovary_MesLHX9_Supp_CoelEpi_MesGATA2_preGran_PV_Endo_Missing_Neuro_Germ,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_PV_Neuro_Immune_Endo,ovary_MesLHX9_preGran_PV_Supp_MesGATA2_Missing_CoelEpi_Endo_Epi_Neuro_Immune,ovary_PV_Supp_CoelEpi_Missing_MesGATA2_MesLHX9_Endo_preGran_Epi_Neuro_Immune,ovary_Supp_MesGATA2_MesLHX9_Missing_PV_preGran_CoelEpi_Neuro_Immune,ovary_Supp_MesGATA2_Missing_Endo_preGran_CoelEpi_MesLHX9_Neuro_Epi_PV	WNT4
Ensembl Genes	413	PTPRU	25	2.754345e-7	5.171834e-3	2.068733e-4	5.370663e+0	2.792951e+0	15	3.415619e-4	1.834414e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_MesGATA2_Supp_Endo_preGran_Neuro_Epi_Missing_PV,ovary_MesLHX9_CoelEpi_MesGATA2_preGran_Missing_PV_Supp_Neuro_Epi,ovary_MesLHX9_CoelEpi_Supp_preGran_PV_MesGATA2_Missing_Neuro_Immune_Epi_Endo,ovary_MesLHX9_MesGATA2_Supp_Missing_Endo_preGran_CoelEpi_PV_Neuro_Epi_SMC_Immune,ovary_MesLHX9_MesGATA2_preGran_Missing_Supp_Neuro_Epi_Immune_CoelEpi_PV_Endo,ovary_MesLHX9_Missing_preGran_MesGATA2_PV_Supp_CoelEpi_Neuro_Endo_Epi,ovary_MesLHX9_Supp_preGran_MesGATA2_Endo_CoelEpi_Missing_PV_Neuro_SMC_Epi_Immune_Germ,ovary_MesLHX9_preGran_PV_CoelEpi_Supp_MesGATA2_Missing_Neuro_Epi,ovary_MesLHX9_preGran_Supp_Endo_MesGATA2_Missing_CoelEpi_Neuro_PV_Epi,ovary_Missing_preGran_MesLHX9_MesGATA2_Supp_PV_CoelEpi_Neuro_Endo_Epi,ovary_Supp_MesLHX9_preGran_CoelEpi_Missing_MesGATA2_Endo_Neuro_Epi,ovary_Supp_preGran_Missing_CoelEpi_MesLHX9_MesGATA2_Endo_Neuro_PV_Epi_Immune,ovary_preGran_CoelEpi_Supp_Missing_MesLHX9_Epi_MesGATA2_Endo,ovary_preGran_MesLHX9_MesGATA2_PV_Supp_Missing_Neuro_Endo_CoelEpi_Germ,ovary_preGran_PV_Endo_Supp_MesGATA2_MesLHX9_CoelEpi_Missing_Epi_Neuro_Immune	PTPRU
